name,symbol,fullname,Second
AT1G05500,ATSYTE,ARABIDOPSIS THALIANA SYNAPTOTAGMIN HOMOLOG E," NTMC2T2.1--NA,   NTMC2TYPE2.1--NA,   SYT5--synaptotagmin 5,   SYTE--SYNAPTOTAGMIN HOMOLOG E"
AT1G05510,OBAP1a,Oil Body-Associated Protein 1a,NA
AT1G05520,AtSEC23B,"NA",NA
AT1G05530,UGT2,UDP-GLUCOSYL TRANSFERASE 2, UGT75B2--UDP-glucosyl transferase 75B2
AT1G05540,AtDOA1,DUF295 Organellar A 1,NA
AT1G05550,AtDOA2,DUF295 Organellar A 2,NA
AT1G05560,UGT1,UDP-GLUCOSE TRANSFERASE 1, UGT75B1--UDP-glucosyltransferase 75B1
AT1G05570,ATGSL06,"NA"," ATGSL6--NA,   CALS1--callose synthase 1,   GSL06--NA,   GSL6--GLUCAN SYNTHASE-LIKE 6"
AT1G05577,SOK1,SOSEKI1,NA
AT1G05580,ATCHX23,cation/H+ exchanger 23, CHX23--cation/H+ exchanger 23
AT1G05590,ATHEX3,BETA-HEXOSAMINIDASE 3, HEXO2--beta-hexosaminidase 2
AT1G05600,EMB3101,EMBRYO DEFECTIVE 3101,NA
AT1G05610,APS2,ADP-glucose pyrophosphorylase small subunit 2,NA
AT1G05620,NSH2,nucleoside hydrolase 2, URH2--uridine-ribohydrolase  2
AT1G05627,ath-MIR5999,"NA",NA
AT1G05630,5PTASE13,inositol-polyphosphate 5-phosphatase 13, AT5PTASE13--Arabidopsis thaliana inositol-polyphosphate 5-phosphatase 13
AT1G05637,ath-MIR781b,"NA",NA
AT1G05673,U6atac2,"NA",NA
AT1G05680,UGT74E2,Uridine diphosphate glycosyltransferase 74E2,NA
AT1G05690,BT3,BTB and TAZ domain protein 3,NA
AT1G05750,CLB19,CHLOROPLAST BIOGENESIS 19, PDE247--pigment defective 247
AT1G05760,RTM1,restricted tev movement 1,NA
AT1G05800,DGL,DONGLE,NA
AT1G05805,AKS2,ABA-responsive kinase substrate 2,NA
AT1G05810,ARA,"NA"," ARA-1--NA,   ATRAB11D--NA,   ATRABA5E--ARABIDOPSIS THALIANA RAB GTPASE HOMOLOG A5E,   RABA5E--RAB GTPase homolog A5E"
AT1G05820,ATSPPL5,ARABIDOPSIS THALIANA SIGNAL PEPTIDE PEPTIDASE-LIKE 5, SPPL5--SIGNAL PEPTIDE PEPTIDASE-LIKE 5
AT1G05830,ATX2,trithorax-like protein 2, SDG30--SET DOMAIN PROTEIN 30
AT1G05850,ATCTL1,"NA"," CTL1--CHITINASE-LIKE PROTEIN 1,   ELP--ECTOPIC DEPOSITION OF LIGNIN IN PITH,   ELP1--ECTOPIC DEPOSITION OF LIGNIN IN PITH 1,   ERH2--ECTOPIC ROOT HAIR 2,   HOT2--SENSITIVE TO HOT TEMPERATURES 2,   POM1--POM-POM1"
AT1G05853,U5-5,"NA",NA
AT1G05880,ARI12,ARIADNE 12, ATARI12--ARABIDOPSIS ARIADNE 12
AT1G05890,ARI5,ARIADNE 5, ATARI5--ARABIDOPSIS ARIADNE 5
AT1G05900,ATNTH2,"NA", NTH2--endonuclease III 2
AT1G05910,BRAT1,Bromodomain and ATPase domain-containing protein 1,NA
AT1G05940,CAT9,cationic amino acid transporter 9,NA
AT1G05970,AIPP1,ASI1-Immunoprecipitated Protein 1, EDM3--enhanced downy mildew 3
AT1G05990,RHS1,ROOT HAIR SPECIFIC 1,NA
AT1G06000,UGT89C1,"NA",NA
AT1G06020,FRK3,Fructokinase 3, FRK5--Fructokinase 5
AT1G06030,FRK2,Fructokinase 2, FRK6--Fructokinase 6
AT1G06040,BBX24,B-box domain protein 24, STO--SALT TOLERANCE
AT1G06070,bZIP69,basic leucine-zipper 69,NA
AT1G06080,ADS1,delta 9 desaturase 1, AtADS1--NA
AT1G06110,SKIP16,SKP1/ASK-interacting protein 16,NA
AT1G06130,GLX2-4,glyoxalase 2-4,NA
AT1G06140,MEF3,mitochondrial editing factor 3,NA
AT1G06150,EMB1444,EMBRYO DEFECTIVE 1444, LHL1--LONESOME HIGHWAY LIKE 1
AT1G06160,ERF59,ethylene responsive factor 59, ORA59--octadecanoid-responsive Arabidopsis AP2/ERF 59
AT1G06170,bHLH089,Basic Helix Loop Helix Protein 89,NA
AT1G06180,ATMYB13,myb domain protein 13," ATMYBLFGN--NA,   MYB13--myb domain protein 13"
AT1G06190,RHON1,Rho-N 1,NA
AT1G06220,CLO,CLOTHO," GFA1--GAMETOPHYTE FACTOR 1,   MEE5--MATERNAL EFFECT EMBRYO ARREST 5"
AT1G06225,CLE3,CLAVATA3/ESR-RELATED 3,NA
AT1G06230,GTE4,global transcription factor group E4,NA
AT1G06233,HID2,HIDDEN TREASURE 2,NA
AT1G06280,LBD2,LOB domain-containing protein 2,NA
AT1G06290,ACX3,acyl-CoA oxidase 3, ATACX3--NA
AT1G06310,ACX6,acyl-CoA oxidase 6,NA
AT1G06350,ADS4,delta 9 desaturase 4, AtADS4--NA
AT1G06390,ATGSK1,"NA"," ATSK2-3--A. THALIANA SHAGGY-LIKE KINASE GROUP 2 3,   ATSK22--SHAGGY-LIKE PROTEIN KINASE 22,   BIL2--BIN2-LIKE 2,   GSK1--GSK3/SHAGGY-like protein kinase 1,   SK22--SHAGGY-LIKE PROTEIN KINASE 22"
AT1G06400,ARA-2,"NA"," ARA2--NA,   ATRAB11E--NA,   ATRABA1A--ARABIDOPSIS THALIANA RAB GTPASE HOMOLOG A1A"
AT1G06410,ATTPS7,trehalose-phosphatase/synthase 7," ATTPSA--NA,   TPS7--TREHALOSE -6-PHOSPHATASE SYNTHASE S7,   TPS7--trehalose-phosphatase/synthase 7"
AT1G06430,FTSH8,FTSH protease 8,NA
AT1G06450,CAF1g,CCR4-associated factor 1g,NA
AT1G06460,ACD31.2,ALPHA-CRYSTALLIN DOMAIN 31.2, ACD32.1--alpha-crystallin domain 32.1
AT1G06490,ATGSL07,Arabidopsis thaliana glucan synthase-like 7," atgsl7--NA,   CalS7--callose synthase 7,   gsl07--NA,   GSL07--glucan synthase-like 7,   GSL7--glucan synthase-like 7"
AT1G06515,ssSPTa,small subunit of SPT a,NA
AT1G06520,ATGPAT1,GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 1," GPAT1--GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 1,   sn-2-GPAT1--GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 1"
AT1G06523,ath-MIR5648,"NA",NA
AT1G06530,PMD2,peroxisomal and mitochondrial division factor 2,NA
AT1G06560,AtTRM4f,"NA"," NOP2C--NA,   TRM4f--tRNA methyltransferase 4f"
AT1G06570,HPD,4-hydroxyphenylpyruvate dioxygenase," HPPD--4-hydroxyphenylpyruvate dioxygenase,   PDS1--phytoene desaturation 1"
AT1G06580,PPR1,pentatricopeptide repeat 1,NA
AT1G06597,ath-MIR5654,"NA",NA
AT1G06623,ath-MIR2933a,"NA",NA
AT1G06643,ath-MIR5630a,"NA",NA
AT1G06647,ath-MIR5630b,"NA",NA
AT1G06653,ath-MIR5666,"NA",NA
AT1G06660,JASON,JASON,NA
AT1G06670,NIH,nuclear DEIH-boxhelicase,NA
AT1G06680,OE23,OXYGEN EVOLVING COMPLEX SUBUNIT 23 KDA," OEE2--OXYGEN-EVOLVING ENHANCER PROTEIN 2,   PSBP-1--photosystem II subunit P-1,   PSII-P--PHOTOSYSTEM II SUBUNIT P"
AT1G06710,MTSF1,mitochondrial stability factor 1,NA
AT1G06740,MUG3,MUSTANG 3,NA
AT1G06760,H1.1,Histone 1.1,NA
AT1G06770,AtBMI1B,"NA"," ATDRIP1--NA,   AtRING1B--NA,   DRIP1--DREB2A-interacting protein 1"
AT1G06780,GAUT6,galacturonosyltransferase 6,NA
AT1G06790,NRPC7,"NUCLEAR RNA POLYMERASE C, SUBUNIT 7",NA
AT1G06800,DALL4,DAD1-Like Lipase 4, PLA-I{gamma}1--phospholipase A I gamma 1
AT1G06820,CCR2,CAROTENOID AND CHLOROPLAST REGULATION 2, CRTISO--carotenoid isomerase
AT1G06830,CEPD1,CEP DOWNSTREAM 1, ROXY6--NA
AT1G06850,AtbZIP52,basic leucine-zipper 52, bZIP52--basic leucine-zipper 52
AT1G06870,Plsp2A,plastidic type I signal peptidase 2A,NA
AT1G06873,U1-14p,"NA",NA
AT1G06877,U4-10,"NA",NA
AT1G06890,UXT3,UDP-XYLOSE TRANSPORTER3,NA
AT1G06903,ath-MIR773b,"NA",NA
AT1G06910,TRFL7,TRF-like 7,NA
AT1G06920,ATOFP4,ARABIDOPSIS THALIANA OVATE FAMILY PROTEIN 4, OFP4--ovate family protein 4
AT1G06950,ATTIC110,ARABIDOPSIS THALIANA TRANSLOCON AT THE INNER ENVELOPE MEMBRANE OF CHLOROPLASTS 110, TIC110--translocon at the inner envelope membrane of chloroplasts 110
AT1G06960,U2BL,"U2B""-LIKE",NA
AT1G06970,ATCHX14,"NA", CHX14--cation/hydrogen exchanger 14
AT1G07000,ATEXO70B2,exocyst subunit exo70 family protein B2, EXO70B2--exocyst subunit exo70 family protein B2
AT1G07010,AtSLP1,"NA", SLP1--Shewenella-like protein phosphatase 1
AT1G07050,FITNESS,FITNESS,NA
AT1G07051,MIR847A,microRNA847A,NA
AT1G07060,ATDFO,"NA", DFO--DSB formation
AT1G07090,LSH6,LIGHT SENSITIVE HYPOCOTYLS 6,NA
AT1G07110,ATF2KP,"NA"," F2KP--fructose-2,6-bisphosphatase,   FKFBP--NA"
AT1G07120,IPGAL1,IPGA1-LIKE1,NA
AT1G07130,ATSTN1,"NA", STN1--NA
AT1G07137,ath-MIR5645d,"NA",NA
AT1G07140,SIRANBP,"NA",NA
AT1G07150,MAPKKK13,mitogen-activated protein kinase kinase kinase 13,NA
AT1G07180,ATNDI1,ARABIDOPSIS THALIANA INTERNAL NON-PHOSPHORYLATING NAD ( P ) H DEHYDROGENASE, NDA1--alternative  NAD(P)H dehydrogenase 1
AT1G07200,SMXL6,SMAX1-like 6,NA
AT1G07230,NPC1,non-specific phospholipase C1,NA
AT1G07240,UGT71C5,UDP-glucosyl transferase 71C5,NA
AT1G07243,ath-MIR5024,"NA",NA
AT1G07250,UGT71C4,UDP-glucosyl transferase 71C4,NA
AT1G07260,UGT71C3,UDP-glucosyl transferase 71C3,NA
AT1G07270,CDC6b,"NA",NA
AT1G07283,ath-MIR5025,"NA",NA
AT1G07290,GONST2,golgi nucleotide sugar transporter 2,NA
AT1G07320,EMB2784,EMBRYO DEFECTIVE 2784," PRPL4--plastid ribosomal protein L4,   RPL4--ribosomal protein L4"
AT1G07340,ATSTP2,sugar transporter 2, STP2--sugar transporter 2
AT1G07350,SR45a,serine/arginine rich-like protein 45a,NA
AT1G07357,ath-MIR5664,"NA",NA
AT1G07360,MAC5A,MOS4-associated complex subunit 5A,NA
AT1G07367,IMA4,IRONMAN 4,NA
AT1G07370,ATPCNA1,PROLIFERATING CELLULAR NUCLEAR ANTIGEN 1, PCNA1--proliferating cellular nuclear antigen 1
AT1G07373,IMA6,IRONMAN 6,NA
AT1G07380,AtNCER1,neutral ceramidase 1,NA
AT1G07390,AtRLP1,receptor like protein 1, RLP1--receptor like protein 1
AT1G07410,ATRAB-A2B,ARABIDOPSIS RAB GTPASE HOMOLOG A2B," ATRABA2B--RAB GTPase homolog A2B,   RAB-A2B--RAB GTPASE HOMOLOG A2B,   RABA2b--RAB GTPase homolog A2B"
AT1G07420,ATSMO1,Arabidopsis thaliana sterol 4-alpha-methyl oxidase 1, SMO2-1--sterol 4-alpha-methyl-oxidase 2-1
AT1G07430,AIP1,AKT1 interacting protein phosphatase 1," AtAIP1--NA,   HAI2--highly ABA-induced PP2C gene 2,   HON--HONSU (Korean for abnormal drowsiness)"
AT1G07490,DVL9,DEVIL 9, RTFL3--ROTUNDIFOLIA like 3
AT1G07500,SMR5,SIAMESE-RELATED 5,NA
AT1G07510,AtFTSH10,"NA", FTSH10--FTSH protease 10
AT1G07530,ATGRAS2,"ARABIDOPSIS THALIANA GRAS (GAI, RGA, SCR) 2"," GRAS2--GRAS (GAI, RGA, SCR) 2,   SCL14--SCARECROW-like 14"
AT1G07537,U4-4,"NA",NA
AT1G07540,TRFL2,TRF-like 2,NA
AT1G07570,APK1,"NA", APK1A--NA
AT1G07600,ATMT-2,METALLOTHIONEIN 2," ATMT-Q--NA,   ATMT1--ARABIDOPSIS METALLOTHIONEIN 1,   LSR4--LIGHT STRESS-REGULATED 4,   MT-Q--METALLOTHIONEIN Q,   MT1--METALLOTHIONEIN 1,   MT1A--metallothionein 1A"
AT1G07610,MT1C,metallothionein 1C,NA
AT1G07613,ath-MIR5636,"NA",NA
AT1G07615,Obg A-1,"NA",NA
AT1G07620,ATOBGM,"NA", TRM32--TON1 Recruiting Motif 32
AT1G07630,PLL5,pol-like 5,NA
AT1G07633,ath-MIR5663,"NA",NA
AT1G07640,OBP2,"NA", URP3--UAS-TAGGED ROOT PATTERNING3
AT1G07645,ATDSI-1VOC,desiccation-induced 1VOC superfamily protein, DSI-1VOC--desiccation-induced 1VOC superfamily protein
AT1G07670,ATECA4,"NA", ECA4--endomembrane-type CA-ATPase 4
AT1G07705,NOT2a,Negative on TATA less2a,NA
AT1G07720,KCS3,3-ketoacyl-CoA synthase 3,NA
AT1G07725,ATEXO70H6,exocyst subunit exo70 family protein H6, EXO70H6--exocyst subunit exo70 family protein H6
AT1G07727,ath-MIR5653,"NA",NA
AT1G07745,ATRAD51D,"NA"," RAD51D--homolog of RAD51 D,   SSN1--SUPPRESOR OF SNI1"
AT1G07770,RPS15A,ribosomal protein S15A,NA
AT1G07780,PAI1,phosphoribosylanthranilate isomerase 1, TRP6--TRANSIENT RECEPTOR POTENTIAL 6
AT1G07790,HTB1,"NA",NA
AT1G07810,ACA3,"NA"," ATECA1--ARABIDOPSIS THALIANA ER-TYPE CA2+-ATPASE 1,   ECA1--ER-type Ca2+-ATPase 1"
AT1G07827,U6-8p,"NA",NA
AT1G07867,ath-MIR156i,"NA",NA
AT1G07880,ATMPK13,"NA",NA
AT1G07883,U6-9p,"NA",NA
AT1G07890,APX1,ascorbate peroxidase 1," ATAPX01--NA,   ATAPX1--NA,   CS1--NA,   MEE6--maternal effect embryo arrest 6"
AT1G07900,LBD1,LOB domain-containing protein 1,NA
AT1G07910,AtRLG1,AtRLG1," ATRNL--ARABIDOPSIS THALIANA RNA LIGASE,   RNL--RNAligase,   ZYG3--ZYGOTE-ARREST 3"
AT1G07950,MED22B,"NA",NA
AT1G07960,ATPDIL5-1,PDI-like 5-1, PDIL5-1--PDI-like 5-1
AT1G07980,NF-YC10,"nuclear factor Y, subunit C10",NA
AT1G08000,GATA10,GATA transcription factor 10,NA
AT1G08010,GATA11,GATA transcription factor 11,NA
AT1G08030,AQC1,active quiescent center1," HPS7--hypersensitive to Pi starvation 7,   TPST--tyrosylprotein sulfotransferase"
AT1G08053,ath-MIR5635b,"NA",NA
AT1G08060,MOM,MAINTENANCE OF METHYLATION," MOM--MORPHEUS MOLECULE,   MOM1--MORPHEUS MOLECULE 1"
AT1G08065,ACA5,alpha carbonic anhydrase 5, ATACA5--ALPHA CARBONIC ANHYDRASE 5
AT1G08070,EMB3102,EMBRYO DEFECTIVE 3102, OTP82--ORGANELLE TRANSCRIPT PROCESSING 82
AT1G08080,ACA7,alpha carbonic anhydrase 7, ATACA7--A. THALIANA ALPHA CARBONIC ANHYDRASE 7
AT1G08090,ACH1,"NA"," ATNRT2.1--NITRATE TRANSPORTER 2.1,   ATNRT2:1--nitrate transporter 2:1,   LIN1--LATERAL ROOT INITIATION 1,   NRT2--NITRATE TRANSPORTER 2,   NRT2.1--NITRATE TRANSPORTER 2.1,   NRT2:1--nitrate transporter 2:1,   NRT2;1AT--NA"
AT1G08100,ACH2,"NA"," ATNRT2.2--NITRATE TRANSPORTER 2.2,   NRT2.2--nitrate transporter 2.2,   NRT2;2AT--NA"
AT1G08110,AtGLYI2,Glyoxalase12, GLXI:3--Glyoxalase I;3
AT1G08115,U1-5,"NA",NA
AT1G08130,ATLIG1,DNA ligase 1, LIG1--DNA ligase 1
AT1G08135,ATCHX6B,"NA", CHX6B--cation/H+ exchanger 6B
AT1G08140,ATCHX6A,cation/H+ exchanger 6A, CHX6A--cation/H+ exchanger 6A
AT1G08150,ATCHX5,"NA", CHX5--CATION/H+ EXCHANGER 5
AT1G08157,ath-MIR5649a,"NA",NA
AT1G08163,ath-MIR5649b,"NA",NA
AT1G08180,SMR2,SIAMESE-RELATED 2,NA
AT1G08190,ATVAM2,"NA"," ATVPS41--VACUOLAR PROTEIN SORTING 41,   VAM2--NA,   VPS41--vacuolar protein sorting 41,   ZIP2--ZIGZAG SUPPRESSOR 2"
AT1G08200,AXS2,UDP-D-apiose/UDP-D-xylose synthase 2,NA
AT1G08250,ADT6,arogenate dehydratase 6, AtADT6--Arabidopsis thaliana arogenate dehydratase 6
AT1G08260,ABO4,ABA OVERLY SENSITIVE 4," EMB142--EMBRYO DEFECTIVE 142,   EMB2284--EMBRYO DEFECTIVE 2284,   EMB529--EMBRYO DEFECTIVE 529,   ESD7--EARLY IN SHORT DAYS 7,   POL2A--NA,   TIL1--TILTED 1"
AT1G08280,GALT29A,glycosyltransferase 29A,NA
AT1G08287,ath-MIR5647,"NA",NA
AT1G08290,WIP3,WIP domain protein 3,NA
AT1G08300,NVL,NO VEIN-LIKE,NA
AT1G08303,ath-MIR774b,"NA",NA
AT1G08320,bZIP21,"NA", TGA9--TGACG (TGA) motif-binding protein 9
AT1G08337,ath-MIR5022,"NA",NA
AT1G08343,ath-MIR4227,"NA",NA
AT1G08367,U12*$,"NA",NA
AT1G08370,ATDCP1,"NA", DCP1--decapping 1
AT1G08380,PSAO,photosystem I subunit O,NA
AT1G08390,RMI2,"NA",NA
AT1G08410,DIG6,drought inhibited growth of lateral roots 6, LSG1-2--yeast Lsg1 orthologue 2
AT1G08420,BSL2,BRI1 suppressor 1 (BSU1)-like 2,NA
AT1G08430,ALMT1,aluminum-activated malate transporter 1, ATALMT1--ARABIDOPSIS THALIANA ALUMINUM-ACTIVATED MALATE TRANSPORTER 1
AT1G08450,AtCRT3,A. thaliana calreticulin 3," CRT3--calreticulin 3,   EBS2--EMS-MUTAGENIZED BRI1 SUPPRESSOR 2,   PSL1--PRIORITY IN SWEET LIFE 1"
AT1G08460,ATHDA8,"NA"," HDA08--histone deacetylase 8,   HDA8--HISTONE DEACETYLASE 8"
AT1G08465,YAB2,YABBY2,NA
AT1G08470,SSL3,strictosidine synthase-like 3,NA
AT1G08480,SDH6,succinate dehydrogenase 6,NA
AT1G08490,ATCPNIFS,"NA"," ATNFS2--NA,   ATSUFS--NA,   CPNIFS--chloroplastic NIFS-like cysteine desulfurase,   SUFS--NA"
AT1G08500,AtENODL18,"NA", ENODL18--early nodulin-like protein 18
AT1G08510,FATB,fatty acyl-ACP thioesterases B,NA
AT1G08520,ALB-1V,"NA"," ALB1--ALBINA 1,   CHLD--NA,   PDE166--PIGMENT DEFECTIVE EMBRYO 166,   V157--NA"
AT1G08540,ABC1,"NA"," ATSIG1--SIGMA FACTOR 1,   ATSIG2--SIGMA FACTOR 2,   SIG1--RNA POLYMERASE SIGMA SUBUNIT 1,   SIG2--RNApolymerase sigma subunit 2,   SIGA--NA,   SIGB--SIGMA FACTOR B"
AT1G08550,AVDE1,ARABIDOPSIS VIOLAXANTHIN DE-EPOXIDASE 1, NPQ1--non-photochemical quenching 1
AT1G08560,ATSYP111,"NA"," KN--KNOLLE,   SYP111--syntaxin  of plants 111"
AT1G08570,ACHT4,atypical CYS  HIS rich thioredoxin 4,NA
AT1G08590,ATPXL1,PHLOEM INTERCALATED WITH XYLEM-LIKE 1, PXL1--PXY-like1
AT1G08597,ath-MIR5652,"NA",NA
AT1G08600,ATRX,"NA", CHR20--NA
AT1G08620,JMJ16,Jumonji domain-containing protein 16, PKDM7D--NA
AT1G08630,THA1,threonine aldolase 1,NA
AT1G08640,CJD1,Chloroplast J-like domain 1,NA
AT1G08650,ATPPCK1,PHOSPHOENOLPYRUVATE CARBOXYLASE KINASE 1, PPCK1--phosphoenolpyruvate carboxylase kinase 1
AT1G08660,MGP2,MALE GAMETOPHYTE DEFECTIVE 2, SIA1--sialyltransferase-like 1
AT1G08680,AGD14,ARF-GAP domain 14, ZIGA4--ARF GAP-like zinc finger-containing protein ZIGA4
AT1G08695,SCRL3,SCR-like 3,NA
AT1G08700,PS1,Presenilin-1,NA
AT1G08720,ATEDR1,"NA", EDR1--ENHANCED DISEASE RESISTANCE 1
AT1G08730,ATXIC,MYOSIN XI C, XIC--NA
AT1G08737,U5-2,"NA",NA
AT1G08750,ATGPI8,"NA", GPI8--NA
AT1G08760,CORD2,CORTICAL MICROTUBULE DISORDERING2,NA
AT1G08770,PRA1.E,prenylated RAB acceptor 1.E,NA
AT1G08780,AIP3,ABI3-interacting protein 3, PFD4--PREFOLDIN 4
AT1G08783,ath-MIR5018,"NA",NA
AT1G08793,ath-MIR5014a,"NA",NA
AT1G08800,MyoB1,myosin binding protein 1,NA
AT1G08810,AtMYB60,myb domain protein 60, MYB60--myb domain protein 60
AT1G08813,ath-MIR5014b,"NA",NA
AT1G08820,VAP27-2,vamp/synaptobrevin-associated protein 27-2,NA
AT1G08830,AtSOD1,superoxide dismutase 1," CSD1--copper/zinc superoxide dismutase 1,   SOD1--superoxide dismutase 1"
AT1G08840,emb2411,embryo defective 2411, JHS1--jing he sheng 1
AT1G08845,HES,Heartstopper,NA
AT1G08860,BON3,BONZAI 3,NA
AT1G08880,G-H2AX,GAMMA H2AX," GAMMA-H2AX--gamma histone variant H2AX,   H2AXA--NA,   HTA5--histone H2A 5"
AT1G08910,PIAL1,PROTEIN INHIBITOR OF ACTIVATED STAT LIKE 1,NA
AT1G08920,ESL1,ERD (early response to dehydration) six-like 1,NA
AT1G08930,ERD6,EARLY RESPONSE TO DEHYDRATION 6,NA
AT1G08960,ATCAX11,CATION EXCHANGER 11," AtCXX5--Arabidopsis thaliana cation calcium exchanger 5,   CAX11--cation exchanger 11,   CCX5--cation calcium exchanger  5"
AT1G08970,HAP5C,HEME ACTIVATED PROTEIN 5C," NF-YC9--nuclear factor Y, subunit C9"
AT1G08980,AMI1,amidase 1," ATAMI1--AMIDASE-LIKE PROTEIN 1,   ATTOC64-I--ARABIDOPSIS THALIANA TRANSLOCON AT THE OUTER MEMBRANE OF CHLOROPLASTS 64-I,   TOC64-I--TRANSLOCON AT THE OUTER MEMBRANE OF CHLOROPLASTS 64-I"
AT1G08987,U4-11p,"NA",NA
AT1G08990,GUX5,Glucuronic Acid Substitution of Xylan 5, PGSIP5--plant glycogenin-like starch initiation protein 5
AT1G09000,ANP1,NPK1-related protein kinase 1," MAPKKK1--MAP KINASE KINASE KINASE 1,   NP1--NPK1-related protein kinase 1"
AT1G09020,ATSNF4,"NA"," KIN&#946;&#947;--NA,   SNF4--homolog of yeast sucrose nonfermenting 4"
AT1G09030,NF-YB4,"nuclear factor Y, subunit B4",NA
AT1G09060,JMJ24,"NA",NA
AT1G09070,(AT)SRC2,SOYBEAN GENE REGULATED BY COLD-2," AtSRC2--NA,   SRC2--soybean gene regulated by cold-2"
AT1G09080,BIP3,binding protein 3,NA
AT1G09090,ATRBOHB,respiratory burst oxidase homolog B," ATRBOHB-BETA--NA,   RBOHB--respiratory burst oxidase homolog B"
AT1G09100,RPT5B,26S proteasome AAA-ATPase subunit RPT5B,NA
AT1G09140,At-SR30,Serine/Arginine-Rich Protein Splicing Factor 30," ATSRP30--SERINE-ARGININE PROTEIN 30,   SR30--Serine/Arginine-Rich Protein Splicing Factor 30"
AT1G09143,U5-3,"NA",NA
AT1G09155,AtPP2-B15,phloem protein 2-B15, PP2-B15--phloem protein 2-B15
AT1G09157,DMP8,DUF679 domain membrane protein 8,NA
AT1G09180,ATSAR1,SECRETION-ASSOCIATED RAS 1," ATSARA1A--secretion-associated RAS super family 1,   SARA1A--secretion-associated RAS super family 1"
AT1G09200,H3.1,histone 3.1,NA
AT1G09210,AtCRT1b,"NA"," CRT1b--calreticulin 1b,   CRT2--CALRETICULIN 2"
AT1G09213,ath-MIR858b,"NA",NA
AT1G09230,U11/U12-65K,U11/U12-65K,NA
AT1G09237,U5-12,"NA",NA
AT1G09240,ATNAS3,ARABIDOPSIS THALIANA NICOTIANAMINE SYNTHASE 3, NAS3--nicotianamine synthase 3
AT1G09250,AIF4,ATBS1 Interacting Factor 4,NA
AT1G09270,IMPA-4,importin alpha isoform 4,NA
AT1G09300,AtICP55,"NA",NA
AT1G09320,ADCP1,One Agenet domain-containing protein, AGDP1--Agenet domain (AGD)-containing p1
AT1G09330,ECH,ECHIDNA,NA
AT1G09340,CRB,chloroplast RNA binding," CSP41B--CHLOROPLAST STEM-LOOP BINDING PROTEIN OF  41 KDA,   HIP1.3--heteroglycan-interacting protein 1.3"
AT1G09350,AtGolS3,galactinol synthase 3, GolS3--galactinol synthase 3
AT1G09380,UMAMIT25,Usually multiple acids move in and out Transporters 25,NA
AT1G09415,NIMIN-3,NIM1-interacting 3,NA
AT1G09420,G6PD4,glucose-6-phosphate dehydrogenase 4,NA
AT1G09430,ACLA-3,ATP-citrate lyase A-3,NA
AT1G09450,AtHaspin,"NA", Haspin--Haspin-related  gene
AT1G09470,AtNEAP3,"NA",NA
AT1G09473,ath-MIR415,"NA",NA
AT1G09483,AtNEAP4,"NA",NA
AT1G09505,IMA5,IRONMAN 5,NA
AT1G09530,PAP3,PHYTOCHROME-ASSOCIATED PROTEIN 3," PIF3--phytochrome interacting factor 3,   POC1--PHOTOCURRENT 1"
AT1G09540,ATMYB61,ARABIDOPSIS THALIANA MYB DOMAIN PROTEIN 61, MYB61--myb domain protein 61
AT1G09550,AtPAE1,Pectin Acetylesterase 1,NA
AT1G09560,GLP5,germin-like protein 5, PDGLP1--PLASMODESMAL GERMIN-LIKE PROTEIN 1
AT1G09570,FHY2,FAR RED ELONGATED HYPOCOTYL 2," FRE1--FAR RED ELONGATED 1,   HY8--ELONGATED HYPOCOTYL 8,   PHYA--phytochrome A"
AT1G09575,MCU1,MItochondrial Calcium Uptake1,NA
AT1G09610,GXM1,glucuronoxylan methyltransferase1,NA
AT1G09630,ATRAB-A2A,ARABIDOPSIS RAB GTPASE A2A," ATRAB11C--RAB GTPase 11C,   ATRABA2A--ARABIDOPSIS RAB GTPASE A2A,   RAB-A2A--RAB GTPASE A2A,   RAB11c--RAB GTPase 11C"
AT1G09687,ath-MIR4228,"NA",NA
AT1G09700,AtDRB1,"NA"," DRB1--DSRNA-BINDING PROTEIN 1,   HYL1--HYPONASTIC LEAVES 1"
AT1G09710,DP1,DRMY1 Paralog 1,NA
AT1G09720,NET2B,Networked 2B,NA
AT1G09730,ASP1,Arabidopsis SUMO protease 1, SPF1--SUMO PROTEASE RELATED TO FERTILITY1
AT1G09760,U2A',U2 small nuclear ribonucleoprotein A,NA
AT1G09770,ATCDC5,ARABIDOPSIS THALIANA CELL DIVISION CYCLE 5," ATMYBCDC5--ARABIDOPSIS THALIANA MYB DOMAIN CELL DIVISION CYCLE 5,   CDC5--cell division cycle 5"
AT1G09780,iPGAM1,"2,3-biphosphoglycerate-independent phosphoglycerate mutase 1",NA
AT1G09790,COBL6,COBRA-like protein 6 precursor,NA
AT1G09795,ATATP-PRT2,ATP phosphoribosyl transferase 2," ATP-PRT2--ATP phosphoribosyl transferase 2,   HISN1B--NA"
AT1G09810,ECT11,evolutionarily conserved C-terminal region 11,NA
AT1G09815,POLD4,polymerase delta 4,NA
AT1G09817,ath-MIR833b,"NA",NA
AT1G09830,PUR2,purine biosynthesis 2,NA
